filename,image_path,class_name,label
non_fire_0001.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0001.jpg,non_fire,0
non_fire_0002.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0002.jpg,non_fire,0
non_fire_0003.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0003.jpg,non_fire,0
non_fire_0004.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0004.jpg,non_fire,0
non_fire_0005.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0005.jpg,non_fire,0
non_fire_0006.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0006.jpg,non_fire,0
non_fire_0007.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0007.jpg,non_fire,0
non_fire_0008.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0008.jpg,non_fire,0
non_fire_0009.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0009.jpg,non_fire,0
non_fire_0010.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0010.jpg,non_fire,0
non_fire_0011.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0011.jpg,non_fire,0
non_fire_0012.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0012.jpg,non_fire,0
non_fire_0013.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0013.jpg,non_fire,0
non_fire_0014.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0014.jpg,non_fire,0
non_fire_0015.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0015.jpg,non_fire,0
non_fire_0016.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0016.jpg,non_fire,0
non_fire_0017.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0017.jpg,non_fire,0
non_fire_0018.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0018.jpg,non_fire,0
non_fire_0019.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0019.jpg,non_fire,0
non_fire_0020.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0020.jpg,non_fire,0
non_fire_0021.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0021.jpg,non_fire,0
non_fire_0022.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0022.jpg,non_fire,0
non_fire_0023.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0023.jpg,non_fire,0
non_fire_0024.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0024.jpg,non_fire,0
non_fire_0025.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0025.jpg,non_fire,0
non_fire_0026.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0026.jpg,non_fire,0
non_fire_0027.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0027.jpg,non_fire,0
non_fire_0028.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0028.jpg,non_fire,0
non_fire_0029.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0029.jpg,non_fire,0
non_fire_0030.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0030.jpg,non_fire,0
non_fire_0031.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0031.jpg,non_fire,0
non_fire_0032.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0032.jpg,non_fire,0
non_fire_0033.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0033.jpg,non_fire,0
non_fire_0034.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0034.jpg,non_fire,0
non_fire_0035.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0035.jpg,non_fire,0
non_fire_0036.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0036.jpg,non_fire,0
non_fire_0037.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0037.jpg,non_fire,0
non_fire_0038.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0038.jpg,non_fire,0
non_fire_0039.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0039.jpg,non_fire,0
non_fire_0040.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0040.jpg,non_fire,0
non_fire_0041.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0041.jpg,non_fire,0
non_fire_0042.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0042.jpg,non_fire,0
non_fire_0043.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0043.jpg,non_fire,0
non_fire_0044.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0044.jpg,non_fire,0
non_fire_0045.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0045.jpg,non_fire,0
non_fire_0046.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0046.jpg,non_fire,0
non_fire_0047.jpg,D:\My project\phan-loai-chay-datamining\data\raw\non_fire\non_fire_0047.jpg,non_fire,0
